id,year,age,number_of_visits,county
6321,2009,All Ages,350.0,Santa Clara
6322,2009,Children (0-17),130.0,Santa Clara
6323,2009,Adults (18+),220.0,Santa Clara
6324,2009,All Ages,139.0,Santa Clara
6325,2009,Children (0-17),43.0,Santa Clara
6326,2009,Adults (18+),96.0,Santa Clara
6327,2009,All Ages,107.0,Santa Clara
6328,2009,Children (0-17),32.0,Santa Clara
6329,2009,Adults (18+),75.0,Santa Clara
6330,2009,All Ages,43.0,Santa Clara
6331,2009,Children (0-17),14.0,Santa Clara
6332,2009,Adults (18+),29.0,Santa Clara
6333,2009,All Ages,64.0,Santa Clara
6334,2009,Children (0-17),20.0,Santa Clara
6335,2009,Adults (18+),44.0,Santa Clara
6336,2009,All Ages,113.0,Santa Clara
6337,2009,Children (0-17),40.0,Santa Clara
6338,2009,Adults (18+),73.0,Santa Clara
6339,2009,All Ages,298.0,Santa Clara
6340,2009,Children (0-17),129.0,Santa Clara
6341,2009,Adults (18+),169.0,Santa Clara
6342,2009,All Ages,220.0,Santa Clara
6343,2009,Children (0-17),71.0,Santa Clara
6344,2009,Adults (18+),149.0,Santa Clara
6345,2009,All Ages,141.0,Santa Clara
6346,2009,Children (0-17),54.0,Santa Clara
6347,2009,Adults (18+),87.0,Santa Clara
6348,2009,All Ages,157.0,Santa Clara
6349,2009,Children (0-17),37.0,Santa Clara
6350,2009,Adults (18+),120.0,Santa Clara
6351,2009,All Ages,152.0,Santa Clara
6352,2009,Children (0-17),45.0,Santa Clara
6353,2009,Adults (18+),107.0,Santa Clara
6354,2009,All Ages,281.0,Santa Clara
6355,2009,Children (0-17),115.0,Santa Clara
6356,2009,Adults (18+),166.0,Santa Clara
6357,2009,All Ages,111.0,Santa Clara
6358,2009,Children (0-17),29.0,Santa Clara
6359,2009,Adults (18+),82.0,Santa Clara
6360,2009,All Ages,58.0,Santa Clara
6361,2009,Children (0-17),24.0,Santa Clara
6362,2009,Adults (18+),34.0,Santa Clara
6363,2009,All Ages,47.0,Santa Clara
6364,2009,Children (0-17),0.0,Santa Clara
6365,2009,Adults (18+),39.0,Santa Clara
6366,2009,All Ages,70.0,Santa Clara
6367,2009,Children (0-17),25.0,Santa Clara
6368,2009,Adults (18+),45.0,Santa Clara
6369,2009,All Ages,107.0,Santa Clara
6370,2009,Children (0-17),37.0,Santa Clara
6371,2009,Adults (18+),70.0,Santa Clara
6372,2009,All Ages,95.0,Santa Clara
6373,2009,Children (0-17),25.0,Santa Clara
6374,2009,Adults (18+),70.0,Santa Clara
6375,2009,All Ages,50.0,Santa Clara
6376,2009,Children (0-17),0.0,Santa Clara
6377,2009,Adults (18+),39.0,Santa Clara
6378,2009,All Ages,52.0,Santa Clara
6379,2009,Children (0-17),21.0,Santa Clara
6380,2009,Adults (18+),31.0,Santa Clara
6381,2009,All Ages,122.0,Santa Clara
6382,2009,Children (0-17),48.0,Santa Clara
6383,2009,Adults (18+),74.0,Santa Clara
6384,2009,All Ages,59.0,Santa Clara
6385,2009,Children (0-17),19.0,Santa Clara
6386,2009,Adults (18+),40.0,Santa Clara
6387,2009,All Ages,25.0,Santa Clara
6388,2009,Children (0-17),0.0,Santa Clara
6389,2009,Adults (18+),19.0,Santa Clara
6390,2009,All Ages,121.0,Santa Clara
6391,2009,Children (0-17),48.0,Santa Clara
6392,2009,Adults (18+),73.0,Santa Clara
6393,2009,All Ages,134.0,San Joaquin
6394,2009,Children (0-17),26.0,San Joaquin
6395,2009,Adults (18+),108.0,San Joaquin
6396,2009,All Ages,206.0,San Joaquin
6397,2009,Children (0-17),63.0,San Joaquin
6398,2009,Adults (18+),143.0,San Joaquin
6399,2009,All Ages,167.0,San Joaquin
6400,2009,Children (0-17),73.0,San Joaquin
6401,2009,Adults (18+),94.0,San Joaquin
6402,2009,All Ages,311.0,San Joaquin
6403,2009,Children (0-17),140.0,San Joaquin
6404,2009,Adults (18+),171.0,San Joaquin
6405,2009,All Ages,498.0,San Joaquin
6406,2009,Children (0-17),219.0,San Joaquin
6407,2009,Adults (18+),279.0,San Joaquin
6408,2009,All Ages,346.0,San Joaquin
6409,2009,Children (0-17),142.0,San Joaquin
6410,2009,Adults (18+),204.0,San Joaquin
6411,2009,All Ages,200.0,San Joaquin
6412,2009,Children (0-17),76.0,San Joaquin
6413,2009,Adults (18+),124.0,San Joaquin
6414,2009,All Ages,260.0,San Joaquin
6415,2009,Children (0-17),100.0,San Joaquin
6416,2009,Adults (18+),160.0,San Joaquin
6417,2009,All Ages,112.0,San Joaquin
6418,2009,Children (0-17),54.0,San Joaquin
6419,2009,Adults (18+),58.0,San Joaquin
6420,2009,All Ages,112.0,San Joaquin
6421,2009,Children (0-17),38.0,San Joaquin
6422,2009,Adults (18+),74.0,San Joaquin
6423,2009,All Ages,91.0,San Joaquin
6424,2009,Children (0-17),39.0,San Joaquin
6425,2009,Adults (18+),52.0,San Joaquin
6426,2009,All Ages,18.0,San Joaquin
6427,2009,Children (0-17),0.0,San Joaquin
6428,2009,Adults (18+),12.0,San Joaquin
6429,2009,All Ages,16.0,Calaveras
6430,2009,Children (0-17),0.0,Calaveras
6431,2009,Adults (18+),13.0,Calaveras
6432,2009,All Ages,12.0,Calaveras
6433,2009,Children (0-17),0.0,Calaveras
6434,2009,Adults (18+),0.0,Calaveras
6435,2009,All Ages,32.0,San Joaquin
6436,2009,Children (0-17),20.0,San Joaquin
6437,2009,Adults (18+),12.0,San Joaquin
6438,2009,All Ages,193.0,San Joaquin
6439,2009,Children (0-17),70.0,San Joaquin
6440,2009,Adults (18+),123.0,San Joaquin
6441,2009,All Ages,53.0,San Joaquin
6442,2009,Children (0-17),15.0,San Joaquin
6443,2009,Adults (18+),38.0,San Joaquin
6444,2009,All Ages,35.0,Calaveras
6445,2009,Children (0-17),0.0,Calaveras
6446,2009,Adults (18+),31.0,Calaveras
6447,2009,All Ages,42.0,Calaveras
6448,2009,Children (0-17),15.0,Calaveras
6449,2009,Adults (18+),27.0,Calaveras
6450,2009,All Ages,192.0,Merced
6451,2009,Children (0-17),83.0,Merced
6452,2009,Adults (18+),109.0,Merced
6453,2009,All Ages,64.0,San Joaquin
6454,2009,Children (0-17),23.0,San Joaquin
6455,2009,Adults (18+),41.0,San Joaquin
6456,2009,All Ages,222.0,Stanislaus
6457,2009,Children (0-17),91.0,Stanislaus
6458,2009,Adults (18+),131.0,Stanislaus
6459,2009,All Ages,15.0,Tuolumne
6460,2009,Children (0-17),0.0,Tuolumne
6461,2009,Adults (18+),0.0,Tuolumne
6462,2009,All Ages,61.0,Merced
6463,2009,Children (0-17),32.0,Merced
6464,2009,Adults (18+),29.0,Merced
6465,2009,All Ages,16.0,Stanislaus
6466,2009,Children (0-17),0.0,Stanislaus
6467,2009,Adults (18+),0.0,Stanislaus
6468,2009,All Ages,55.0,San Joaquin
6469,2009,Children (0-17),23.0,San Joaquin
6470,2009,Adults (18+),32.0,San Joaquin
6471,2009,All Ages,44.0,Merced
6472,2009,Children (0-17),25.0,Merced
6473,2009,Adults (18+),19.0,Merced
6474,2009,All Ages,20.0,Merced
6475,2009,Children (0-17),0.0,Merced
6476,2009,Adults (18+),0.0,Merced
6477,2009,All Ages,41.0,Stanislaus
6478,2009,Children (0-17),15.0,Stanislaus
6479,2009,Adults (18+),26.0,Stanislaus
6480,2009,All Ages,34.0,Tuolumne
6481,2009,Children (0-17),0.0,Tuolumne
6482,2009,Adults (18+),25.0,Tuolumne
6483,2009,All Ages,125.0,San Joaquin
6484,2009,Children (0-17),51.0,San Joaquin
6485,2009,Adults (18+),74.0,San Joaquin
6486,2009,All Ages,43.0,Merced
6487,2009,Children (0-17),26.0,Merced
6488,2009,Adults (18+),17.0,Merced
6489,2009,All Ages,326.0,San Joaquin
6490,2009,Children (0-17),112.0,San Joaquin
6491,2009,Adults (18+),214.0,San Joaquin
6492,2009,All Ages,197.0,San Joaquin
6493,2009,Children (0-17),68.0,San Joaquin
6494,2009,Adults (18+),129.0,San Joaquin
6495,2009,All Ages,50.0,Mariposa
6496,2009,Children (0-17),0.0,Mariposa
6497,2009,Adults (18+),40.0,Mariposa
6498,2009,All Ages,593.0,Merced
6499,2009,Children (0-17),229.0,Merced
6500,2009,Adults (18+),364.0,Merced
6501,2009,All Ages,229.0,Merced
6502,2009,Children (0-17),91.0,Merced
6503,2009,Adults (18+),138.0,Merced
6504,2009,All Ages,14.0,Tuolumne
6505,2009,Children (0-17),0.0,Tuolumne
6506,2009,Adults (18+),13.0,Tuolumne
6507,2009,All Ages,282.0,Merced
6508,2009,Children (0-17),113.0,Merced
6509,2009,Adults (18+),169.0,Merced
6510,2009,All Ages,346.0,Stanislaus
6511,2009,Children (0-17),105.0,Stanislaus
6512,2009,Adults (18+),241.0,Stanislaus
6513,2009,All Ages,347.0,Stanislaus
6514,2009,Children (0-17),124.0,Stanislaus
6515,2009,Adults (18+),223.0,Stanislaus
6516,2009,All Ages,183.0,Stanislaus
6517,2009,Children (0-17),65.0,Stanislaus
6518,2009,Adults (18+),118.0,Stanislaus
6519,2009,All Ages,326.0,Stanislaus
6520,2009,Children (0-17),118.0,Stanislaus
6521,2009,Adults (18+),208.0,Stanislaus
6522,2009,All Ages,143.0,Stanislaus
6523,2009,Children (0-17),54.0,Stanislaus
6524,2009,Adults (18+),89.0,Stanislaus
6525,2009,All Ages,51.0,Stanislaus
6526,2009,Children (0-17),23.0,Stanislaus
6527,2009,Adults (18+),28.0,Stanislaus
6528,2009,All Ages,172.0,Stanislaus
6529,2009,Children (0-17),68.0,Stanislaus
6530,2009,Adults (18+),104.0,Stanislaus
6531,2009,All Ages,55.0,Stanislaus
6532,2009,Children (0-17),32.0,Stanislaus
6533,2009,Adults (18+),23.0,Stanislaus
6534,2009,All Ages,142.0,Stanislaus
6535,2009,Children (0-17),52.0,Stanislaus
6536,2009,Adults (18+),90.0,Stanislaus
6537,2009,All Ages,88.0,Stanislaus
6538,2009,Children (0-17),48.0,Stanislaus
6539,2009,Adults (18+),40.0,Stanislaus
6540,2009,All Ages,49.0,San Joaquin
6541,2009,Children (0-17),14.0,San Joaquin
6542,2009,Adults (18+),35.0,San Joaquin
6543,2009,All Ages,125.0,Stanislaus
6544,2009,Children (0-17),57.0,Stanislaus
6545,2009,Adults (18+),68.0,Stanislaus
6546,2009,All Ages,68.0,Stanislaus
6547,2009,Children (0-17),31.0,Stanislaus
6548,2009,Adults (18+),37.0,Stanislaus
6549,2009,All Ages,143.0,Tuolumne
6550,2009,Children (0-17),36.0,Tuolumne
6551,2009,Adults (18+),107.0,Tuolumne
6552,2009,All Ages,15.0,Tuolumne
6553,2009,Children (0-17),0.0,Tuolumne
6554,2009,Adults (18+),0.0,Tuolumne
6555,2009,All Ages,539.0,San Joaquin
6556,2009,Children (0-17),208.0,San Joaquin
6557,2009,Adults (18+),331.0,San Joaquin
6558,2009,All Ages,161.0,San Joaquin
6559,2009,Children (0-17),89.0,San Joaquin
6560,2009,Adults (18+),72.0,San Joaquin
6561,2009,All Ages,17.0,Tuolumne
6562,2009,Children (0-17),0.0,Tuolumne
6563,2009,Adults (18+),13.0,Tuolumne
6564,2009,All Ages,272.0,Stanislaus
6565,2009,Children (0-17),128.0,Stanislaus
6566,2009,Adults (18+),144.0,Stanislaus
6567,2009,All Ages,108.0,Stanislaus
6568,2009,Children (0-17),46.0,Stanislaus
6569,2009,Adults (18+),62.0,Stanislaus
6570,2009,All Ages,19.0,Tuolumne
6571,2009,Children (0-17),0.0,Tuolumne
6572,2009,Adults (18+),19.0,Tuolumne
6573,2009,All Ages,50.0,Stanislaus
6574,2009,Children (0-17),25.0,Stanislaus
6575,2009,Adults (18+),25.0,Stanislaus
6576,2009,All Ages,75.0,Merced
6577,2009,Children (0-17),40.0,Merced
6578,2009,Adults (18+),35.0,Merced
6579,2009,All Ages,39.0,San Joaquin
6580,2009,Children (0-17),22.0,San Joaquin
6581,2009,Adults (18+),17.0,San Joaquin
6582,2009,All Ages,253.0,Sonoma
6583,2009,Children (0-17),87.0,Sonoma
6584,2009,Adults (18+),166.0,Sonoma
6585,2009,All Ages,216.0,Sonoma
6586,2009,Children (0-17),63.0,Sonoma
6587,2009,Adults (18+),153.0,Sonoma
6588,2009,All Ages,187.0,Sonoma
6589,2009,Children (0-17),48.0,Sonoma
6590,2009,Adults (18+),139.0,Sonoma
6591,2009,All Ages,84.0,Sonoma
6592,2009,Children (0-17),28.0,Sonoma
6593,2009,Adults (18+),56.0,Sonoma
6594,2009,All Ages,309.0,Sonoma
6595,2009,Children (0-17),117.0,Sonoma
6596,2009,Adults (18+),192.0,Sonoma
6597,2009,All Ages,78.0,Sonoma
6598,2009,Children (0-17),17.0,Sonoma
6599,2009,Adults (18+),61.0,Sonoma
6600,2009,All Ages,168.0,Lake
6601,2009,Children (0-17),63.0,Lake
6602,2009,Adults (18+),105.0,Lake
6603,2009,All Ages,28.0,Lake
6604,2009,Children (0-17),0.0,Lake
6605,2009,Adults (18+),23.0,Lake
6606,2009,All Ages,23.0,Sonoma
6607,2009,Children (0-17),0.0,Sonoma
6608,2009,Adults (18+),13.0,Sonoma
6609,2009,All Ages,17.0,Sonoma
6610,2009,Children (0-17),0.0,Sonoma
6611,2009,Adults (18+),14.0,Sonoma
6612,2009,All Ages,110.0,Mendocino
6613,2009,Children (0-17),23.0,Mendocino
6614,2009,Adults (18+),87.0,Mendocino
6615,2009,All Ages,22.0,Sonoma
6616,2009,Children (0-17),0.0,Sonoma
6617,2009,Adults (18+),17.0,Sonoma
6618,2009,All Ages,59.0,Sonoma
6619,2009,Children (0-17),20.0,Sonoma
6620,2009,Adults (18+),39.0,Sonoma
6621,2009,All Ages,51.0,Lake
6622,2009,Children (0-17),18.0,Lake
6623,2009,Adults (18+),33.0,Lake
6624,2009,All Ages,52.0,Lake
6625,2009,Children (0-17),12.0,Lake
6626,2009,Adults (18+),40.0,Lake
6627,2009,All Ages,30.0,Lake
6628,2009,Children (0-17),0.0,Lake
6629,2009,Adults (18+),20.0,Lake
6630,2009,All Ages,19.0,Lake
6631,2009,Children (0-17),0.0,Lake
6632,2009,Adults (18+),16.0,Lake
6633,2009,All Ages,14.0,Mendocino
6634,2009,Children (0-17),0.0,Mendocino
6635,2009,Adults (18+),14.0,Mendocino
6636,2009,All Ages,13.0,Lake
6637,2009,Children (0-17),0.0,Lake
6638,2009,Adults (18+),0.0,Lake
6639,2009,All Ages,19.0,Mendocino
6640,2009,Children (0-17),0.0,Mendocino
6641,2009,Adults (18+),0.0,Mendocino
6642,2009,All Ages,72.0,Sonoma
6643,2009,Children (0-17),22.0,Sonoma
6644,2009,Adults (18+),50.0,Sonoma
6645,2009,All Ages,81.0,Sonoma
6646,2009,Children (0-17),31.0,Sonoma
6647,2009,Adults (18+),50.0,Sonoma
6648,2009,All Ages,238.0,Mendocino
6649,2009,Children (0-17),51.0,Mendocino
6650,2009,Adults (18+),187.0,Mendocino
6651,2009,All Ages,15.0,Lake
6652,2009,Children (0-17),0.0,Lake
6653,2009,Adults (18+),13.0,Lake
6654,2009,All Ages,157.0,Mendocino
6655,2009,Children (0-17),45.0,Mendocino
6656,2009,Adults (18+),112.0,Mendocino
6657,2009,All Ages,117.0,Sonoma
6658,2009,Children (0-17),37.0,Sonoma
6659,2009,Adults (18+),80.0,Sonoma
6660,2009,All Ages,184.0,Humboldt
6661,2009,Children (0-17),41.0,Humboldt
6662,2009,Adults (18+),143.0,Humboldt
6663,2009,All Ages,112.0,Humboldt
6664,2009,Children (0-17),36.0,Humboldt
6665,2009,Adults (18+),76.0,Humboldt
6666,2009,All Ages,71.0,Humboldt
6667,2009,Children (0-17),22.0,Humboldt
6668,2009,Adults (18+),49.0,Humboldt
6669,2009,All Ages,138.0,Humboldt
6670,2009,Children (0-17),34.0,Humboldt
6671,2009,Adults (18+),104.0,Humboldt
6672,2009,All Ages,131.0,Del Norte
6673,2009,Children (0-17),38.0,Del Norte
6674,2009,Adults (18+),93.0,Del Norte
6675,2009,All Ages,119.0,Humboldt
6676,2009,Children (0-17),36.0,Humboldt
6677,2009,Adults (18+),83.0,Humboldt
6678,2009,All Ages,12.0,Humboldt
6679,2009,Children (0-17),0.0,Humboldt
6680,2009,Adults (18+),0.0,Humboldt
6681,2009,All Ages,15.0,Humboldt
6682,2009,Children (0-17),0.0,Humboldt
6683,2009,Adults (18+),13.0,Humboldt
6684,2009,All Ages,23.0,Humboldt
6685,2009,Children (0-17),0.0,Humboldt
6686,2009,Adults (18+),17.0,Humboldt
6687,2009,All Ages,14.0,Del Norte
6688,2009,Children (0-17),0.0,Del Norte
6689,2009,Adults (18+),0.0,Del Norte
6690,2009,All Ages,17.0,Humboldt
6691,2009,Children (0-17),0.0,Humboldt
6692,2009,Adults (18+),14.0,Humboldt
6693,2009,All Ages,64.0,Placer
6694,2009,Children (0-17),0.0,Placer
6695,2009,Adults (18+),55.0,Placer
6696,2009,All Ages,95.0,Placer
6697,2009,Children (0-17),32.0,Placer
6698,2009,Adults (18+),63.0,Placer
6699,2009,All Ages,112.0,Yolo
6700,2009,Children (0-17),42.0,Yolo
6701,2009,Adults (18+),70.0,Yolo
6702,2009,All Ages,406.0,Sacramento
6703,2009,Children (0-17),76.0,Sacramento
6704,2009,Adults (18+),330.0,Sacramento
6705,2009,All Ages,216.0,Sacramento
6706,2009,Children (0-17),65.0,Sacramento
6707,2009,Adults (18+),151.0,Sacramento
6708,2009,All Ages,79.0,Yolo
6709,2009,Children (0-17),17.0,Yolo
6710,2009,Adults (18+),62.0,Yolo
6711,2009,All Ages,38.0,Yolo
6712,2009,Children (0-17),14.0,Yolo
6713,2009,Adults (18+),24.0,Yolo
6714,2009,All Ages,26.0,El Dorado
6715,2009,Children (0-17),0.0,El Dorado
6716,2009,Adults (18+),17.0,El Dorado
6717,2009,All Ages,77.0,Solano
6718,2009,Children (0-17),31.0,Solano
6719,2009,Adults (18+),46.0,Solano
6720,2009,All Ages,220.0,Sacramento
6721,2009,Children (0-17),63.0,Sacramento
6722,2009,Adults (18+),157.0,Sacramento
6723,2009,All Ages,20.0,El Dorado
6724,2009,Children (0-17),0.0,El Dorado
6725,2009,Adults (18+),18.0,El Dorado
6726,2009,All Ages,306.0,Sacramento
6727,2009,Children (0-17),120.0,Sacramento
6728,2009,Adults (18+),186.0,Sacramento
6729,2009,All Ages,31.0,Sacramento
6730,2009,Children (0-17),0.0,Sacramento
6731,2009,Adults (18+),25.0,Sacramento
6732,2009,All Ages,14.0,Yolo
6733,2009,Children (0-17),0.0,Yolo
6734,2009,Adults (18+),0.0,Yolo
6735,2009,All Ages,130.0,Sacramento
6736,2009,Children (0-17),31.0,Sacramento
6737,2009,Adults (18+),99.0,Sacramento
6738,2009,All Ages,173.0,Sacramento
6739,2009,Children (0-17),80.0,Sacramento
6740,2009,Adults (18+),93.0,Sacramento
6741,2009,All Ages,20.0,Placer
6742,2009,Children (0-17),0.0,Placer
6743,2009,Adults (18+),14.0,Placer
6744,2009,All Ages,120.0,Sacramento
6745,2009,Children (0-17),50.0,Sacramento
6746,2009,Adults (18+),70.0,Sacramento
6747,2009,All Ages,34.0,Amador
6748,2009,Children (0-17),13.0,Amador
6749,2009,Adults (18+),21.0,Amador
6750,2009,All Ages,46.0,Amador
6751,2009,Children (0-17),16.0,Amador
6752,2009,Adults (18+),30.0,Amador
6753,2009,All Ages,142.0,Placer
6754,2009,Children (0-17),47.0,Placer
6755,2009,Adults (18+),95.0,Placer
6756,2009,All Ages,41.0,Placer
6757,2009,Children (0-17),12.0,Placer
6758,2009,Adults (18+),29.0,Placer
6759,2009,All Ages,22.0,Sacramento
6760,2009,Children (0-17),0.0,Sacramento
6761,2009,Adults (18+),12.0,Sacramento
6762,2009,All Ages,21.0,Placer
6763,2009,Children (0-17),0.0,Placer
6764,2009,Adults (18+),14.0,Placer
6765,2009,All Ages,292.0,Sacramento
6766,2009,Children (0-17),100.0,Sacramento
6767,2009,Adults (18+),192.0,Sacramento
6768,2009,All Ages,126.0,Placer
6769,2009,Children (0-17),47.0,Placer
6770,2009,Adults (18+),79.0,Placer
6771,2009,All Ages,144.0,Sacramento
6772,2009,Children (0-17),46.0,Sacramento
6773,2009,Adults (18+),98.0,Sacramento
6774,2009,All Ages,14.0,Amador
6775,2009,Children (0-17),0.0,Amador
6776,2009,Adults (18+),0.0,Amador
6777,2009,All Ages,23.0,Amador
6778,2009,Children (0-17),0.0,Amador
6779,2009,Adults (18+),18.0,Amador
6780,2009,All Ages,121.0,El Dorado
6781,2009,Children (0-17),34.0,El Dorado
6782,2009,Adults (18+),87.0,El Dorado
6783,2009,All Ages,273.0,Sacramento
6784,2009,Children (0-17),102.0,Sacramento
6785,2009,Adults (18+),171.0,Sacramento
6786,2009,All Ages,18.0,El Dorado
6787,2009,Children (0-17),0.0,El Dorado
6788,2009,Adults (18+),12.0,El Dorado
6789,2009,All Ages,114.0,Sacramento
6790,2009,Children (0-17),33.0,Sacramento
6791,2009,Adults (18+),81.0,Sacramento
6792,2009,All Ages,86.0,Placer
6793,2009,Children (0-17),30.0,Placer
6794,2009,Adults (18+),56.0,Placer
6795,2009,All Ages,188.0,Placer
6796,2009,Children (0-17),64.0,Placer
6797,2009,Adults (18+),124.0,Placer
6798,2009,All Ages,70.0,El Dorado
6799,2009,Children (0-17),17.0,El Dorado
6800,2009,Adults (18+),53.0,El Dorado
6801,2009,All Ages,13.0,Sacramento
6802,2009,Children (0-17),0.0,Sacramento
6803,2009,Adults (18+),0.0,Sacramento
6804,2009,All Ages,19.0,Amador
6805,2009,Children (0-17),0.0,Amador
6806,2009,Adults (18+),13.0,Amador
6807,2009,All Ages,318.0,Solano
6808,2009,Children (0-17),92.0,Solano
6809,2009,Adults (18+),226.0,Solano
6810,2009,All Ages,188.0,Solano
6811,2009,Children (0-17),60.0,Solano
6812,2009,Adults (18+),128.0,Solano
6813,2009,All Ages,188.0,Yolo
6814,2009,Children (0-17),60.0,Yolo
6815,2009,Adults (18+),128.0,Yolo
6816,2009,All Ages,25.0,Yuba
6817,2009,Children (0-17),0.0,Yuba
6818,2009,Adults (18+),17.0,Yuba
6819,2009,All Ages,13.0,Sacramento
6820,2009,Children (0-17),0.0,Sacramento
6821,2009,Adults (18+),0.0,Sacramento
6822,2009,All Ages,35.0,Yolo
6823,2009,Children (0-17),12.0,Yolo
6824,2009,Adults (18+),23.0,Yolo
6825,2009,All Ages,181.0,Yolo
6826,2009,Children (0-17),46.0,Yolo
6827,2009,Adults (18+),135.0,Yolo
6828,2009,All Ages,24.0,Placer
6829,2009,Children (0-17),0.0,Placer
6830,2009,Adults (18+),20.0,Placer
6831,2009,All Ages,29.0,El Dorado
6832,2009,Children (0-17),0.0,El Dorado
6833,2009,Adults (18+),18.0,El Dorado
6834,2009,All Ages,51.0,Placer
6835,2009,Children (0-17),24.0,Placer
6836,2009,Adults (18+),27.0,Placer
6837,2009,All Ages,153.0,Placer
6838,2009,Children (0-17),56.0,Placer
6839,2009,Adults (18+),97.0,Placer
6840,2009,All Ages,137.0,Sacramento
6841,2009,Children (0-17),65.0,Sacramento
6842,2009,Adults (18+),72.0,Sacramento
6843,2009,All Ages,293.0,Sacramento
6844,2009,Children (0-17),127.0,Sacramento
6845,2009,Adults (18+),166.0,Sacramento
6846,2009,All Ages,72.0,El Dorado
6847,2009,Children (0-17),29.0,El Dorado
6848,2009,Adults (18+),43.0,El Dorado
6849,2009,All Ages,98.0,Placer
6850,2009,Children (0-17),44.0,Placer
6851,2009,Adults (18+),54.0,Placer
6852,2009,All Ages,73.0,Yolo
6853,2009,Children (0-17),29.0,Yolo
6854,2009,Adults (18+),44.0,Yolo
6855,2009,All Ages,44.0,Sacramento
6856,2009,Children (0-17),0.0,Sacramento
6857,2009,Adults (18+),37.0,Sacramento
6858,2009,All Ages,97.0,Sacramento
6859,2009,Children (0-17),0.0,Sacramento
6860,2009,Adults (18+),88.0,Sacramento
6861,2009,All Ages,286.0,Sacramento
6862,2009,Children (0-17),74.0,Sacramento
6863,2009,Adults (18+),212.0,Sacramento
6864,2009,All Ages,85.0,Sacramento
6865,2009,Children (0-17),0.0,Sacramento
6866,2009,Adults (18+),76.0,Sacramento
6867,2009,All Ages,163.0,Sacramento
6868,2009,Children (0-17),51.0,Sacramento
6869,2009,Adults (18+),112.0,Sacramento
6870,2009,All Ages,120.0,Sacramento
6871,2009,Children (0-17),40.0,Sacramento
6872,2009,Adults (18+),80.0,Sacramento
6873,2009,All Ages,34.0,Sacramento
6874,2009,Children (0-17),0.0,Sacramento
6875,2009,Adults (18+),26.0,Sacramento
6876,2009,All Ages,290.0,Sacramento
6877,2009,Children (0-17),98.0,Sacramento
6878,2009,Adults (18+),192.0,Sacramento
6879,2009,All Ages,244.0,Sacramento
6880,2009,Children (0-17),56.0,Sacramento
6881,2009,Adults (18+),188.0,Sacramento
6882,2009,All Ages,329.0,Sacramento
6883,2009,Children (0-17),93.0,Sacramento
