id,year,age,number_of_visits,county
3862,2009,Adults (18+),94.0,Los Angeles
3863,2009,All Ages,76.0,Los Angeles
3864,2009,Children (0-17),23.0,Los Angeles
3865,2009,Adults (18+),53.0,Los Angeles
3866,2009,All Ages,105.0,Los Angeles
3867,2009,Children (0-17),47.0,Los Angeles
3868,2009,Adults (18+),58.0,Los Angeles
3869,2009,All Ages,108.0,Los Angeles
3870,2009,Children (0-17),49.0,Los Angeles
3871,2009,Adults (18+),59.0,Los Angeles
3872,2009,All Ages,70.0,Los Angeles
3873,2009,Children (0-17),20.0,Los Angeles
3874,2009,Adults (18+),50.0,Los Angeles
3875,2009,All Ages,209.0,Los Angeles
3876,2009,Children (0-17),112.0,Los Angeles
3877,2009,Adults (18+),97.0,Los Angeles
3878,2009,All Ages,202.0,Los Angeles
3879,2009,Children (0-17),56.0,Los Angeles
3880,2009,Adults (18+),146.0,Los Angeles
3881,2009,All Ages,62.0,Los Angeles
3882,2009,Children (0-17),25.0,Los Angeles
3883,2009,Adults (18+),37.0,Los Angeles
3884,2009,All Ages,280.0,Los Angeles
3885,2009,Children (0-17),130.0,Los Angeles
3886,2009,Adults (18+),150.0,Los Angeles
3887,2009,All Ages,269.0,Los Angeles
3888,2009,Children (0-17),153.0,Los Angeles
3889,2009,Adults (18+),116.0,Los Angeles
3890,2009,All Ages,216.0,Los Angeles
3891,2009,Children (0-17),100.0,Los Angeles
3892,2009,Adults (18+),116.0,Los Angeles
3893,2009,All Ages,221.0,Orange
3894,2009,Children (0-17),86.0,Orange
3895,2009,Adults (18+),135.0,Orange
3896,2009,All Ages,156.0,Orange
3897,2009,Children (0-17),81.0,Orange
3898,2009,Adults (18+),75.0,Orange
3899,2009,All Ages,50.0,Orange
3900,2009,Children (0-17),19.0,Orange
3901,2009,Adults (18+),31.0,Orange
3902,2009,All Ages,123.0,Orange
3903,2009,Children (0-17),46.0,Orange
3904,2009,Adults (18+),77.0,Orange
3905,2009,All Ages,270.0,Orange
3906,2009,Children (0-17),122.0,Orange
3907,2009,Adults (18+),148.0,Orange
3908,2009,All Ages,167.0,Los Angeles
3909,2009,Children (0-17),75.0,Los Angeles
3910,2009,Adults (18+),92.0,Los Angeles
3911,2009,All Ages,319.0,Los Angeles
3912,2009,Children (0-17),105.0,Los Angeles
3913,2009,Adults (18+),214.0,Los Angeles
3914,2009,All Ages,627.0,Los Angeles
3915,2009,Children (0-17),299.0,Los Angeles
3916,2009,Adults (18+),328.0,Los Angeles
3917,2009,All Ages,353.0,Los Angeles
3918,2009,Children (0-17),142.0,Los Angeles
3919,2009,Adults (18+),211.0,Los Angeles
3920,2009,All Ages,79.0,Los Angeles
3921,2009,Children (0-17),43.0,Los Angeles
3922,2009,Adults (18+),36.0,Los Angeles
3923,2009,All Ages,172.0,Orange
3924,2009,Children (0-17),71.0,Orange
3925,2009,Adults (18+),101.0,Orange
3926,2009,All Ages,57.0,Los Angeles
3927,2009,Children (0-17),26.0,Los Angeles
3928,2009,Adults (18+),31.0,Los Angeles
3929,2009,All Ages,147.0,Los Angeles
3930,2009,Children (0-17),58.0,Los Angeles
3931,2009,Adults (18+),89.0,Los Angeles
3932,2009,All Ages,17.0,Los Angeles
3933,2009,Children (0-17),0.0,Los Angeles
3934,2009,Adults (18+),0.0,Los Angeles
3935,2009,All Ages,540.0,Los Angeles
3936,2009,Children (0-17),255.0,Los Angeles
3937,2009,Adults (18+),285.0,Los Angeles
3938,2009,All Ages,128.0,Los Angeles
3939,2009,Children (0-17),56.0,Los Angeles
3940,2009,Adults (18+),72.0,Los Angeles
3941,2009,All Ages,152.0,Los Angeles
3942,2009,Children (0-17),58.0,Los Angeles
3943,2009,Adults (18+),94.0,Los Angeles
3944,2009,All Ages,106.0,Los Angeles
3945,2009,Children (0-17),41.0,Los Angeles
3946,2009,Adults (18+),65.0,Los Angeles
3947,2009,All Ages,130.0,Los Angeles
3948,2009,Children (0-17),62.0,Los Angeles
3949,2009,Adults (18+),68.0,Los Angeles
3950,2009,All Ages,90.0,Los Angeles
3951,2009,Children (0-17),43.0,Los Angeles
3952,2009,Adults (18+),47.0,Los Angeles
3953,2009,All Ages,74.0,Los Angeles
3954,2009,Children (0-17),22.0,Los Angeles
3955,2009,Adults (18+),52.0,Los Angeles
3956,2009,All Ages,61.0,Orange
3957,2009,Children (0-17),17.0,Orange
3958,2009,Adults (18+),44.0,Orange
3959,2009,All Ages,344.0,Los Angeles
3960,2009,Children (0-17),176.0,Los Angeles
3961,2009,Adults (18+),168.0,Los Angeles
3962,2009,All Ages,375.0,Los Angeles
3963,2009,Children (0-17),150.0,Los Angeles
3964,2009,Adults (18+),225.0,Los Angeles
3965,2009,All Ages,63.0,Los Angeles
3966,2009,Children (0-17),18.0,Los Angeles
3967,2009,Adults (18+),45.0,Los Angeles
3968,2009,All Ages,44.0,Orange
3969,2009,Children (0-17),0.0,Orange
3970,2009,Adults (18+),34.0,Orange
3971,2009,All Ages,248.0,Los Angeles
3972,2009,Children (0-17),143.0,Los Angeles
3973,2009,Adults (18+),105.0,Los Angeles
3974,2009,All Ages,285.0,Los Angeles
3975,2009,Children (0-17),114.0,Los Angeles
3976,2009,Adults (18+),171.0,Los Angeles
3977,2009,All Ages,173.0,Los Angeles
3978,2009,Children (0-17),69.0,Los Angeles
3979,2009,Adults (18+),104.0,Los Angeles
3980,2009,All Ages,38.0,Los Angeles
3981,2009,Children (0-17),18.0,Los Angeles
3982,2009,Adults (18+),20.0,Los Angeles
3983,2009,All Ages,216.0,Los Angeles
3984,2009,Children (0-17),57.0,Los Angeles
3985,2009,Adults (18+),159.0,Los Angeles
3986,2009,All Ages,86.0,Los Angeles
3987,2009,Children (0-17),27.0,Los Angeles
3988,2009,Adults (18+),59.0,Los Angeles
3989,2009,All Ages,280.0,Los Angeles
3990,2009,Children (0-17),93.0,Los Angeles
3991,2009,Adults (18+),187.0,Los Angeles
3992,2009,All Ages,783.0,Los Angeles
3993,2009,Children (0-17),373.0,Los Angeles
3994,2009,Adults (18+),410.0,Los Angeles
3995,2009,All Ages,331.0,Los Angeles
3996,2009,Children (0-17),144.0,Los Angeles
3997,2009,Adults (18+),187.0,Los Angeles
3998,2009,All Ages,111.0,Los Angeles
3999,2009,Children (0-17),42.0,Los Angeles
4000,2009,Adults (18+),69.0,Los Angeles
4001,2009,All Ages,124.0,Los Angeles
4002,2009,Children (0-17),42.0,Los Angeles
4003,2009,Adults (18+),82.0,Los Angeles
4004,2009,All Ages,254.0,Los Angeles
4005,2009,Children (0-17),131.0,Los Angeles
4006,2009,Adults (18+),123.0,Los Angeles
4007,2009,All Ages,631.0,Los Angeles
4008,2009,Children (0-17),224.0,Los Angeles
4009,2009,Adults (18+),407.0,Los Angeles
4010,2009,All Ages,65.0,Los Angeles
4011,2009,Children (0-17),24.0,Los Angeles
4012,2009,Adults (18+),41.0,Los Angeles
4013,2009,All Ages,119.0,Los Angeles
4014,2009,Children (0-17),28.0,Los Angeles
4015,2009,Adults (18+),91.0,Los Angeles
4016,2009,All Ages,208.0,Los Angeles
4017,2009,Children (0-17),72.0,Los Angeles
4018,2009,Adults (18+),136.0,Los Angeles
4019,2009,All Ages,73.0,Los Angeles
4020,2009,Children (0-17),31.0,Los Angeles
4021,2009,Adults (18+),42.0,Los Angeles
4022,2009,All Ages,50.0,Los Angeles
4023,2009,Children (0-17),20.0,Los Angeles
4024,2009,Adults (18+),30.0,Los Angeles
4025,2009,All Ages,114.0,Los Angeles
4026,2009,Children (0-17),42.0,Los Angeles
4027,2009,Adults (18+),72.0,Los Angeles
4028,2009,All Ages,24.0,Los Angeles
4029,2009,Children (0-17),14.0,Los Angeles
4030,2009,Adults (18+),0.0,Los Angeles
4031,2009,All Ages,193.0,Los Angeles
4032,2009,Children (0-17),72.0,Los Angeles
4033,2009,Adults (18+),121.0,Los Angeles
4034,2009,All Ages,18.0,Los Angeles
4035,2009,Children (0-17),0.0,Los Angeles
4036,2009,Adults (18+),13.0,Los Angeles
4037,2009,All Ages,13.0,Los Angeles
4038,2009,Children (0-17),0.0,Los Angeles
4039,2009,Adults (18+),0.0,Los Angeles
4040,2009,All Ages,43.0,Los Angeles
4041,2009,Children (0-17),13.0,Los Angeles
4042,2009,Adults (18+),30.0,Los Angeles
4043,2009,All Ages,67.0,Los Angeles
4044,2009,Children (0-17),21.0,Los Angeles
4045,2009,Adults (18+),46.0,Los Angeles
4046,2009,All Ages,120.0,Los Angeles
4047,2009,Children (0-17),35.0,Los Angeles
4048,2009,Adults (18+),85.0,Los Angeles
4049,2009,All Ages,71.0,Los Angeles
4050,2009,Children (0-17),16.0,Los Angeles
4051,2009,Adults (18+),55.0,Los Angeles
4052,2009,All Ages,126.0,Los Angeles
4053,2009,Children (0-17),52.0,Los Angeles
4054,2009,Adults (18+),74.0,Los Angeles
4055,2009,All Ages,165.0,Los Angeles
4056,2009,Children (0-17),49.0,Los Angeles
4057,2009,Adults (18+),116.0,Los Angeles
4058,2009,All Ages,24.0,Los Angeles
4059,2009,Children (0-17),0.0,Los Angeles
4060,2009,Adults (18+),19.0,Los Angeles
4061,2009,All Ages,46.0,Los Angeles
4062,2009,Children (0-17),12.0,Los Angeles
4063,2009,Adults (18+),34.0,Los Angeles
4064,2009,All Ages,96.0,Los Angeles
4065,2009,Children (0-17),35.0,Los Angeles
4066,2009,Adults (18+),61.0,Los Angeles
4067,2009,All Ages,69.0,Los Angeles
4068,2009,Children (0-17),23.0,Los Angeles
4069,2009,Adults (18+),46.0,Los Angeles
4070,2009,All Ages,57.0,Los Angeles
4071,2009,Children (0-17),26.0,Los Angeles
4072,2009,Adults (18+),31.0,Los Angeles
4073,2009,All Ages,51.0,Los Angeles
4074,2009,Children (0-17),23.0,Los Angeles
4075,2009,Adults (18+),28.0,Los Angeles
4076,2009,All Ages,87.0,Los Angeles
4077,2009,Children (0-17),30.0,Los Angeles
4078,2009,Adults (18+),57.0,Los Angeles
4079,2009,All Ages,175.0,Los Angeles
4080,2009,Children (0-17),48.0,Los Angeles
4081,2009,Adults (18+),127.0,Los Angeles
4082,2009,All Ages,96.0,Los Angeles
4083,2009,Children (0-17),29.0,Los Angeles
4084,2009,Adults (18+),67.0,Los Angeles
4085,2009,All Ages,20.0,Los Angeles
4086,2009,Children (0-17),0.0,Los Angeles
4087,2009,Adults (18+),17.0,Los Angeles
4088,2009,All Ages,36.0,Los Angeles
4089,2009,Children (0-17),17.0,Los Angeles
4090,2009,Adults (18+),19.0,Los Angeles
4091,2009,All Ages,103.0,Los Angeles
4092,2009,Children (0-17),23.0,Los Angeles
4093,2009,Adults (18+),80.0,Los Angeles
4094,2009,All Ages,51.0,Los Angeles
4095,2009,Children (0-17),22.0,Los Angeles
4096,2009,Adults (18+),29.0,Los Angeles
4097,2009,All Ages,37.0,Los Angeles
4098,2009,Children (0-17),14.0,Los Angeles
4099,2009,Adults (18+),23.0,Los Angeles
4100,2009,All Ages,153.0,Los Angeles
4101,2009,Children (0-17),71.0,Los Angeles
4102,2009,Adults (18+),82.0,Los Angeles
4103,2009,All Ages,222.0,Los Angeles
4104,2009,Children (0-17),96.0,Los Angeles
4105,2009,Adults (18+),126.0,Los Angeles
4106,2009,All Ages,218.0,Los Angeles
4107,2009,Children (0-17),79.0,Los Angeles
4108,2009,Adults (18+),139.0,Los Angeles
4109,2009,All Ages,96.0,Los Angeles
4110,2009,Children (0-17),28.0,Los Angeles
4111,2009,Adults (18+),68.0,Los Angeles
4112,2009,All Ages,120.0,Los Angeles
4113,2009,Children (0-17),40.0,Los Angeles
4114,2009,Adults (18+),80.0,Los Angeles
4115,2009,All Ages,84.0,Los Angeles
4116,2009,Children (0-17),29.0,Los Angeles
4117,2009,Adults (18+),55.0,Los Angeles
4118,2009,All Ages,90.0,Ventura
4119,2009,Children (0-17),35.0,Ventura
4120,2009,Adults (18+),55.0,Ventura
4121,2009,All Ages,92.0,Los Angeles
4122,2009,Children (0-17),38.0,Los Angeles
4123,2009,Adults (18+),54.0,Los Angeles
4124,2009,All Ages,148.0,Los Angeles
4125,2009,Children (0-17),55.0,Los Angeles
4126,2009,Adults (18+),93.0,Los Angeles
4127,2009,All Ages,127.0,Los Angeles
4128,2009,Children (0-17),37.0,Los Angeles
4129,2009,Adults (18+),90.0,Los Angeles
4130,2009,All Ages,69.0,Los Angeles
4131,2009,Children (0-17),25.0,Los Angeles
4132,2009,Adults (18+),44.0,Los Angeles
4133,2009,All Ages,719.0,Los Angeles
4134,2009,Children (0-17),308.0,Los Angeles
4135,2009,Adults (18+),411.0,Los Angeles
4136,2009,All Ages,465.0,Los Angeles
4137,2009,Children (0-17),177.0,Los Angeles
4138,2009,Adults (18+),288.0,Los Angeles
4139,2009,All Ages,270.0,Los Angeles
4140,2009,Children (0-17),118.0,Los Angeles
4141,2009,Adults (18+),152.0,Los Angeles
4142,2009,All Ages,564.0,Los Angeles
4143,2009,Children (0-17),255.0,Los Angeles
4144,2009,Adults (18+),309.0,Los Angeles
4145,2009,All Ages,447.0,Los Angeles
4146,2009,Children (0-17),171.0,Los Angeles
4147,2009,Adults (18+),276.0,Los Angeles
4148,2009,All Ages,222.0,Los Angeles
4149,2009,Children (0-17),63.0,Los Angeles
4150,2009,Adults (18+),159.0,Los Angeles
4151,2009,All Ages,99.0,Los Angeles
4152,2009,Children (0-17),34.0,Los Angeles
4153,2009,Adults (18+),65.0,Los Angeles
4154,2009,All Ages,74.0,Los Angeles
4155,2009,Children (0-17),35.0,Los Angeles
4156,2009,Adults (18+),39.0,Los Angeles
4157,2009,All Ages,113.0,Los Angeles
4158,2009,Children (0-17),50.0,Los Angeles
4159,2009,Adults (18+),63.0,Los Angeles
4160,2009,All Ages,294.0,Los Angeles
4161,2009,Children (0-17),110.0,Los Angeles
4162,2009,Adults (18+),184.0,Los Angeles
4163,2009,All Ages,46.0,Los Angeles
4164,2009,Children (0-17),22.0,Los Angeles
4165,2009,Adults (18+),24.0,Los Angeles
4166,2009,All Ages,79.0,Los Angeles
4167,2009,Children (0-17),34.0,Los Angeles
4168,2009,Adults (18+),45.0,Los Angeles
4169,2009,All Ages,119.0,Los Angeles
4170,2009,Children (0-17),27.0,Los Angeles
4171,2009,Adults (18+),92.0,Los Angeles
4172,2009,All Ages,125.0,Ventura
4173,2009,Children (0-17),53.0,Ventura
4174,2009,Adults (18+),72.0,Ventura
4175,2009,All Ages,32.0,Ventura
4176,2009,Children (0-17),0.0,Ventura
4177,2009,Adults (18+),24.0,Ventura
4178,2009,All Ages,69.0,Ventura
4179,2009,Children (0-17),27.0,Ventura
4180,2009,Adults (18+),42.0,Ventura
4181,2009,All Ages,74.0,Los Angeles
4182,2009,Children (0-17),23.0,Los Angeles
4183,2009,Adults (18+),51.0,Los Angeles
4184,2009,All Ages,129.0,Los Angeles
4185,2009,Children (0-17),36.0,Los Angeles
4186,2009,Adults (18+),93.0,Los Angeles
4187,2009,All Ages,24.0,Ventura
4188,2009,Children (0-17),12.0,Ventura
4189,2009,Adults (18+),12.0,Ventura
4190,2009,All Ages,41.0,Los Angeles
4191,2009,Children (0-17),15.0,Los Angeles
4192,2009,Adults (18+),26.0,Los Angeles
4193,2009,All Ages,76.0,Los Angeles
4194,2009,Children (0-17),28.0,Los Angeles
4195,2009,Adults (18+),48.0,Los Angeles
4196,2009,All Ages,126.0,Los Angeles
4197,2009,Children (0-17),55.0,Los Angeles
4198,2009,Adults (18+),71.0,Los Angeles
4199,2009,All Ages,35.0,Los Angeles
4200,2009,Children (0-17),17.0,Los Angeles
4201,2009,Adults (18+),18.0,Los Angeles
4202,2009,All Ages,174.0,Los Angeles
4203,2009,Children (0-17),72.0,Los Angeles
4204,2009,Adults (18+),102.0,Los Angeles
4205,2009,All Ages,517.0,Los Angeles
4206,2009,Children (0-17),238.0,Los Angeles
4207,2009,Adults (18+),279.0,Los Angeles
4208,2009,All Ages,58.0,Los Angeles
4209,2009,Children (0-17),0.0,Los Angeles
4210,2009,Adults (18+),48.0,Los Angeles
4211,2009,All Ages,317.0,Los Angeles
4212,2009,Children (0-17),132.0,Los Angeles
4213,2009,Adults (18+),185.0,Los Angeles
4214,2009,All Ages,377.0,Los Angeles
4215,2009,Children (0-17),137.0,Los Angeles
4216,2009,Adults (18+),240.0,Los Angeles
4217,2009,All Ages,140.0,Los Angeles
4218,2009,Children (0-17),35.0,Los Angeles
4219,2009,Adults (18+),105.0,Los Angeles
4220,2009,All Ages,79.0,Los Angeles
4221,2009,Children (0-17),32.0,Los Angeles
4222,2009,Adults (18+),47.0,Los Angeles
4223,2009,All Ages,38.0,Los Angeles
4224,2009,Children (0-17),0.0,Los Angeles
4225,2009,Adults (18+),27.0,Los Angeles
4226,2009,All Ages,48.0,Los Angeles
4227,2009,Children (0-17),12.0,Los Angeles
4228,2009,Adults (18+),36.0,Los Angeles
4229,2009,All Ages,52.0,Los Angeles
4230,2009,Children (0-17),27.0,Los Angeles
4231,2009,Adults (18+),25.0,Los Angeles
4232,2009,All Ages,102.0,Los Angeles
4233,2009,Children (0-17),28.0,Los Angeles
4234,2009,Adults (18+),74.0,Los Angeles
4235,2009,All Ages,150.0,Los Angeles
4236,2009,Children (0-17),47.0,Los Angeles
4237,2009,Adults (18+),103.0,Los Angeles
4238,2009,All Ages,97.0,Los Angeles
4239,2009,Children (0-17),20.0,Los Angeles
4240,2009,Adults (18+),77.0,Los Angeles
4241,2009,All Ages,201.0,Los Angeles
4242,2009,Children (0-17),66.0,Los Angeles
4243,2009,Adults (18+),135.0,Los Angeles
4244,2009,All Ages,44.0,Los Angeles
4245,2009,Children (0-17),13.0,Los Angeles
4246,2009,Adults (18+),31.0,Los Angeles
4247,2009,All Ages,65.0,Los Angeles
4248,2009,Children (0-17),12.0,Los Angeles
4249,2009,Adults (18+),53.0,Los Angeles
4250,2009,All Ages,379.0,Los Angeles
4251,2009,Children (0-17),151.0,Los Angeles
4252,2009,Adults (18+),228.0,Los Angeles
4253,2009,All Ages,225.0,Los Angeles
4254,2009,Children (0-17),84.0,Los Angeles
4255,2009,Adults (18+),141.0,Los Angeles
4256,2009,All Ages,112.0,Los Angeles
4257,2009,Children (0-17),36.0,Los Angeles
4258,2009,Adults (18+),76.0,Los Angeles
4259,2009,All Ages,123.0,San Bernadino
4260,2009,Children (0-17),46.0,San Bernadino
4261,2009,Adults (18+),77.0,San Bernadino
4262,2009,All Ages,336.0,Los Angeles
4263,2009,Children (0-17),164.0,Los Angeles
4264,2009,Adults (18+),172.0,Los Angeles
4265,2009,All Ages,409.0,Los Angeles
4266,2009,Children (0-17),206.0,Los Angeles
4267,2009,Adults (18+),203.0,Los Angeles
4268,2009,All Ages,16.0,San Bernadino
4269,2009,Children (0-17),0.0,San Bernadino
4270,2009,Adults (18+),0.0,San Bernadino
4271,2009,All Ages,187.0,San Bernadino
4272,2009,Children (0-17),96.0,San Bernadino
4273,2009,Adults (18+),91.0,San Bernadino
4274,2009,All Ages,367.0,San Bernadino
4275,2009,Children (0-17),172.0,San Bernadino
4276,2009,Adults (18+),195.0,San Bernadino
4277,2009,All Ages,97.0,Los Angeles
4278,2009,Children (0-17),42.0,Los Angeles
4279,2009,Adults (18+),55.0,Los Angeles
4280,2009,All Ages,178.0,Los Angeles
4281,2009,Children (0-17),87.0,Los Angeles
4282,2009,Adults (18+),91.0,Los Angeles
4283,2009,All Ages,86.0,Los Angeles
4284,2009,Children (0-17),32.0,Los Angeles
4285,2009,Adults (18+),54.0,Los Angeles
4286,2009,All Ages,123.0,Los Angeles
4287,2009,Children (0-17),47.0,Los Angeles
4288,2009,Adults (18+),76.0,Los Angeles
4289,2009,All Ages,335.0,San Bernadino
4290,2009,Children (0-17),136.0,San Bernadino
4291,2009,Adults (18+),199.0,San Bernadino
4292,2009,All Ages,159.0,Los Angeles
4293,2009,Children (0-17),58.0,Los Angeles
4294,2009,Adults (18+),101.0,Los Angeles
4295,2009,All Ages,388.0,Los Angeles
4296,2009,Children (0-17),152.0,Los Angeles
4297,2009,Adults (18+),236.0,Los Angeles
4298,2009,All Ages,254.0,Los Angeles
4299,2009,Children (0-17),137.0,Los Angeles
4300,2009,Adults (18+),117.0,Los Angeles
4301,2009,All Ages,63.0,San Bernadino
4302,2009,Children (0-17),24.0,San Bernadino
4303,2009,Adults (18+),39.0,San Bernadino
4304,2009,All Ages,135.0,San Bernadino
4305,2009,Children (0-17),52.0,San Bernadino
4306,2009,Adults (18+),83.0,San Bernadino
4307,2009,All Ages,129.0,Los Angeles
4308,2009,Children (0-17),52.0,Los Angeles
4309,2009,Adults (18+),77.0,Los Angeles
4310,2009,All Ages,79.0,Los Angeles
4311,2009,Children (0-17),26.0,Los Angeles
4312,2009,Adults (18+),53.0,Los Angeles
4313,2009,All Ages,497.0,Los Angeles
4314,2009,Children (0-17),247.0,Los Angeles
4315,2009,Adults (18+),250.0,Los Angeles
4316,2009,All Ages,175.0,Los Angeles
4317,2009,Children (0-17),78.0,Los Angeles
4318,2009,Adults (18+),97.0,Los Angeles
4319,2009,All Ages,142.0,Los Angeles
4320,2009,Children (0-17),83.0,Los Angeles
4321,2009,Adults (18+),59.0,Los Angeles
4322,2009,All Ages,115.0,Los Angeles
4323,2009,Children (0-17),42.0,Los Angeles
4324,2009,Adults (18+),73.0,Los Angeles
4325,2009,All Ages,98.0,Los Angeles
4326,2009,Children (0-17),33.0,Los Angeles
4327,2009,Adults (18+),65.0,Los Angeles
4328,2009,All Ages,89.0,Riverside
4329,2009,Children (0-17),34.0,Riverside
4330,2009,Adults (18+),55.0,Riverside
4331,2009,All Ages,111.0,Los Angeles
4332,2009,Children (0-17),45.0,Los Angeles
4333,2009,Adults (18+),66.0,Los Angeles
4334,2009,All Ages,70.0,Los Angeles
4335,2009,Children (0-17),22.0,Los Angeles
4336,2009,Adults (18+),48.0,Los Angeles
4337,2009,All Ages,280.0,San Bernadino
4338,2009,Children (0-17),138.0,San Bernadino
4339,2009,Adults (18+),142.0,San Bernadino
4340,2009,All Ages,367.0,San Bernadino
4341,2009,Children (0-17),190.0,San Bernadino
4342,2009,Adults (18+),177.0,San Bernadino
4343,2009,All Ages,218.0,San Bernadino
4344,2009,Children (0-17),95.0,San Bernadino
4345,2009,Adults (18+),123.0,San Bernadino
4346,2009,All Ages,368.0,San Bernadino
4347,2009,Children (0-17),149.0,San Bernadino
4348,2009,Adults (18+),219.0,San Bernadino
4349,2009,All Ages,110.0,Los Angeles
4350,2009,Children (0-17),48.0,Los Angeles
4351,2009,Adults (18+),62.0,Los Angeles
4352,2009,All Ages,485.0,Los Angeles
4353,2009,Children (0-17),243.0,Los Angeles
4354,2009,Adults (18+),242.0,Los Angeles
4355,2009,All Ages,355.0,Los Angeles
4356,2009,Children (0-17),167.0,Los Angeles
4357,2009,Adults (18+),188.0,Los Angeles
4358,2009,All Ages,231.0,Los Angeles
4359,2009,Children (0-17),114.0,Los Angeles
4360,2009,Adults (18+),117.0,Los Angeles
4361,2009,All Ages,216.0,Los Angeles
4362,2009,Children (0-17),98.0,Los Angeles
4363,2009,Adults (18+),118.0,Los Angeles
4364,2009,All Ages,115.0,Los Angeles
4365,2009,Children (0-17),44.0,Los Angeles
4366,2009,Adults (18+),71.0,Los Angeles
4367,2009,All Ages,45.0,Los Angeles
4368,2009,Children (0-17),19.0,Los Angeles
4369,2009,Adults (18+),26.0,Los Angeles
4370,2009,All Ages,124.0,Los Angeles
4371,2009,Children (0-17),34.0,Los Angeles
4372,2009,Adults (18+),90.0,Los Angeles
4373,2009,All Ages,103.0,Los Angeles
4374,2009,Children (0-17),34.0,Los Angeles
4375,2009,Adults (18+),69.0,Los Angeles
4376,2009,All Ages,71.0,San Bernadino
4377,2009,Children (0-17),36.0,San Bernadino
4378,2009,Adults (18+),35.0,San Bernadino
4379,2009,All Ages,333.0,San Bernadino
4380,2009,Children (0-17),124.0,San Bernadino
4381,2009,Adults (18+),209.0,San Bernadino
4382,2009,All Ages,80.0,Los Angeles
4383,2009,Children (0-17),20.0,Los Angeles
4384,2009,Adults (18+),60.0,Los Angeles
4385,2009,All Ages,208.0,Los Angeles
4386,2009,Children (0-17),87.0,Los Angeles
4387,2009,Adults (18+),121.0,Los Angeles
4388,2009,All Ages,99.0,Los Angeles
4389,2009,Children (0-17),47.0,Los Angeles
4390,2009,Adults (18+),52.0,Los Angeles
4391,2009,All Ages,103.0,Los Angeles
4392,2009,Children (0-17),34.0,Los Angeles
4393,2009,Adults (18+),69.0,Los Angeles
4394,2009,All Ages,142.0,Los Angeles
4395,2009,Children (0-17),46.0,Los Angeles
4396,2009,Adults (18+),96.0,Los Angeles
4397,2009,All Ages,81.0,Los Angeles
4398,2009,Children (0-17),33.0,Los Angeles
4399,2009,Adults (18+),48.0,Los Angeles
4400,2009,All Ages,43.0,San Diego
4401,2009,Children (0-17),22.0,San Diego
4402,2009,Adults (18+),21.0,San Diego
4403,2009,All Ages,45.0,San Diego
4404,2009,Children (0-17),22.0,San Diego
4405,2009,Adults (18+),23.0,San Diego
4406,2009,All Ages,19.0,San Diego
4407,2009,Children (0-17),0.0,San Diego
4408,2009,Adults (18+),0.0,San Diego
4409,2009,All Ages,375.0,San Diego
4410,2009,Children (0-17),177.0,San Diego
4411,2009,Adults (18+),198.0,San Diego
4412,2009,All Ages,469.0,San Diego
4413,2009,Children (0-17),251.0,San Diego
4414,2009,Adults (18+),218.0,San Diego
4415,2009,All Ages,98.0,San Diego
4416,2009,Children (0-17),52.0,San Diego
4417,2009,Adults (18+),46.0,San Diego
4418,2009,All Ages,30.0,San Diego
4419,2009,Children (0-17),23.0,San Diego
4420,2009,Adults (18+),0.0,San Diego
4421,2009,All Ages,52.0,San Diego
4422,2009,Children (0-17),28.0,San Diego
4423,2009,Adults (18+),24.0,San Diego
4424,2009,All Ages,162.0,San Diego
4425,2009,Children (0-17),76.0,San Diego
4426,2009,Adults (18+),86.0,San Diego
4427,2009,All Ages,14.0,San Diego
4428,2009,Children (0-17),0.0,San Diego
4429,2009,Adults (18+),0.0,San Diego
4430,2009,All Ages,156.0,San Diego
4431,2009,Children (0-17),52.0,San Diego
4432,2009,Adults (18+),104.0,San Diego
4433,2009,All Ages,91.0,San Diego
4434,2009,Children (0-17),23.0,San Diego
4435,2009,Adults (18+),68.0,San Diego
4436,2009,All Ages,183.0,San Diego
4437,2009,Children (0-17),85.0,San Diego
4438,2009,Adults (18+),98.0,San Diego
4439,2009,All Ages,414.0,San Diego
4440,2009,Children (0-17),230.0,San Diego
4441,2009,Adults (18+),184.0,San Diego
4442,2009,All Ages,396.0,San Diego
4443,2009,Children (0-17),176.0,San Diego
4444,2009,Adults (18+),220.0,San Diego
4445,2009,All Ages,53.0,San Diego
4446,2009,Children (0-17),19.0,San Diego
4447,2009,Adults (18+),34.0,San Diego
4448,2009,All Ages,20.0,San Diego
4449,2009,Children (0-17),0.0,San Diego
4450,2009,Adults (18+),15.0,San Diego
4451,2009,All Ages,78.0,San Diego
4452,2009,Children (0-17),19.0,San Diego
4453,2009,Adults (18+),59.0,San Diego
4454,2009,All Ages,58.0,San Diego
4455,2009,Children (0-17),32.0,San Diego
4456,2009,Adults (18+),26.0,San Diego
4457,2009,All Ages,25.0,San Diego
4458,2009,Children (0-17),0.0,San Diego
4459,2009,Adults (18+),15.0,San Diego
4460,2009,All Ages,34.0,San Diego
4461,2009,Children (0-17),19.0,San Diego
4462,2009,Adults (18+),15.0,San Diego
4463,2009,All Ages,18.0,San Diego
4464,2009,Children (0-17),0.0,San Diego
4465,2009,Adults (18+),0.0,San Diego
4466,2009,All Ages,125.0,San Diego
4467,2009,Children (0-17),73.0,San Diego
4468,2009,Adults (18+),52.0,San Diego
4469,2009,All Ages,327.0,San Diego
4470,2009,Children (0-17),120.0,San Diego
4471,2009,Adults (18+),207.0,San Diego
